Company,Job,Degree,Experience_Level,Years_Experience,Salary_more_than_100k,Salary_K,Employment_Type,Location,Remote_Status,Age,Performance_Rating,Bonus_Percentage,Education_Year,Gender
Amazon,technical writer,bachelors,lead,17,0,77,part-time,Australia,remote,40,3.5,0.1,2003,Male
PayPal,backend developer,bachelors,entry,2,0,64,contract,France,remote,28,3.1,2.8,2019,Non-binary
Pinterest,ML engineer,master,entry,1,1,185,full-time,France,remote,25,4.9,13.8,2023,Female
Google,HR manager,phd,entry,2,0,90,part-time,Germany,onsite,26,3.1,4.4,2022,Male
Zoom,ML engineer,master,mid,5,1,224,part-time,USA,remote,27,3.3,8.1,2023,Prefer not to say
Uber,fullstack developer,bachelors,mid,5,1,147,contract,Australia,hybrid,29,4.1,21.8,2015,Prefer not to say
Stripe,cloud architect,phd,entry,1,0,62,full-time,Australia,onsite,24,4.8,7.1,2024,Non-binary
Spotify,ML engineer,bachelors,senior,12,1,247,full-time,Germany,remote,38,4.3,1.3,2008,Prefer not to say
Amazon,project manager,bachelors,entry,2,0,98,contract,Australia,remote,23,4.7,2.3,2019,Non-binary
LinkedIn,sales executive,phd,mid,3,1,125,part-time,Singapore,hybrid,29,3.3,23.2,2021,Female
Qualcomm,cloud architect,bachelors,mid,3,1,132,contract,Singapore,hybrid,30,4.0,11.3,2022,Female
ServiceNow,project manager,phd,senior,7,1,242,contract,France,onsite,27,3.9,12.6,2017,Male
Atlassian,cloud architect,phd,mid,6,1,124,full-time,India,remote,32,4.7,4.3,2023,Non-binary
Qualcomm,product manager,master,senior,9,0,89,full-time,Australia,hybrid,30,3.0,2.6,2019,Female
Square,AI researcher,master,senior,12,1,246,contract,India,remote,33,4.8,20.4,2016,Male
LinkedIn,database admin,master,lead,16,1,240,full-time,India,hybrid,39,3.1,9.8,2014,Female
Atlassian,marketing manager,master,lead,20,0,58,full-time,UK,hybrid,41,3.6,8.4,2016,Male
AMD,frontend developer,bachelors,mid,4,1,183,contract,UK,hybrid,29,3.5,13.9,2022,Prefer not to say
Dropbox,product manager,bachelors,senior,9,0,62,full-time,UK,remote,30,3.9,3.5,2022,Non-binary
Shopify,project manager,master,entry,2,1,228,contract,USA,onsite,22,4.8,16.2,2020,Female
Qualcomm,marketing manager,master,entry,0,0,59,full-time,Canada,onsite,21,4.2,6.6,2024,Prefer not to say
Square,game developer,bachelors,mid,6,0,55,contract,France,remote,29,4.7,1.3,2017,Prefer not to say
Salesforce,financial analyst,phd,senior,7,0,77,part-time,UK,hybrid,31,3.8,4.5,2017,Non-binary
Twitter,UX designer,master,mid,6,1,188,full-time,India,remote,33,5.0,20.7,2018,Prefer not to say
Stripe,IT support,phd,entry,1,0,81,part-time,Germany,hybrid,27,4.1,2.1,2024,Male
Amazon,HR manager,bachelors,mid,3,1,187,full-time,Germany,hybrid,26,2.6,5.2,2021,Female
Apple,ML engineer,master,entry,1,1,203,part-time,USA,onsite,25,4.5,3.9,2021,Female
Shopify,sales executive,phd,mid,5,0,52,part-time,France,remote,26,3.4,7.7,2019,Female
Airbnb,sales executive,master,lead,14,1,181,full-time,UK,remote,35,4.2,19.4,2024,Prefer not to say
Nvidia,frontend developer,master,senior,7,1,136,full-time,UK,onsite,33,2.9,3.6,2017,Female
ServiceNow,QA engineer,bachelors,mid,3,0,90,contract,India,hybrid,26,2.6,4.2,2023,Male
Microsoft,product manager,master,lead,20,0,99,part-time,USA,hybrid,40,2.8,6.2,2008,Male
Twitter,AI researcher,master,senior,10,0,73,full-time,Australia,hybrid,36,4.8,0.5,2016,Female
Airbnb,product manager,master,mid,6,1,157,full-time,India,remote,33,2.6,17.1,2017,Male
PayPal,devops engineer,phd,entry,2,1,139,full-time,Australia,remote,22,3.4,19.8,2021,Female
Zoom,data scientist,master,entry,2,1,172,part-time,Canada,hybrid,29,3.8,8.2,2021,Female
Nvidia,marketing manager,master,mid,5,1,144,part-time,UK,onsite,27,4.5,5.2,2022,Prefer not to say
PayPal,QA engineer,master,entry,2,1,163,full-time,Australia,hybrid,26,4.4,9.2,2023,Male
Zoom,UX designer,master,senior,7,0,70,contract,Australia,onsite,29,5.0,7.5,2021,Prefer not to say
LinkedIn,IT support,phd,mid,5,0,80,contract,France,onsite,30,2.5,8.3,2022,Female
IBM,data scientist,bachelors,lead,13,1,248,part-time,Canada,onsite,33,3.0,11.1,2020,Male
Zoom,cloud architect,master,entry,0,1,128,contract,USA,onsite,25,3.6,10.5,2024,Male
Amazon,UX designer,master,entry,2,0,52,full-time,UK,hybrid,25,3.0,8.5,2021,Female
Zoom,HR manager,bachelors,mid,5,0,48,full-time,Canada,hybrid,31,4.6,2.3,2023,Prefer not to say
Salesforce,data scientist,phd,mid,3,1,221,full-time,Singapore,onsite,24,3.6,15.1,2020,Non-binary
Qualcomm,fullstack developer,master,entry,2,0,82,contract,Singapore,remote,27,3.9,6.0,2024,Male
AMD,mobile developer,master,mid,6,0,54,part-time,Singapore,onsite,31,3.4,4.7,2018,Female
Netflix,security analyst,bachelors,mid,4,0,85,part-time,Australia,onsite,26,4.5,3.8,2023,Male
AMD,QA engineer,phd,lead,15,1,149,full-time,Singapore,hybrid,40,3.6,7.2,2015,Male
Spotify,product manager,master,senior,12,1,226,full-time,Canada,onsite,39,4.5,19.2,2022,Prefer not to say
Oracle,database admin,master,entry,2,0,95,contract,Canada,remote,25,3.7,1.1,2024,Male
Adobe,marketing manager,phd,senior,12,1,228,full-time,Canada,hybrid,36,4.7,24.2,2017,Female
ServiceNow,backend developer,bachelors,lead,20,0,97,full-time,Australia,remote,44,3.9,9.2,2003,Prefer not to say
LinkedIn,QA engineer,master,senior,9,1,221,part-time,France,remote,29,3.1,22.3,2014,Male
Intel,product manager,master,entry,2,1,109,contract,Canada,remote,23,4.2,11.3,2020,Female
Pinterest,database admin,phd,entry,0,1,181,contract,USA,onsite,27,3.5,23.9,2023,Non-binary
Google,product manager,phd,entry,2,0,99,part-time,UK,hybrid,27,4.6,7.8,2024,Prefer not to say
Shopify,UX designer,bachelors,entry,0,0,57,contract,India,hybrid,22,4.9,7.1,2024,Male
Atlassian,project manager,master,senior,10,1,136,part-time,India,onsite,34,2.9,5.7,2024,Prefer not to say
Meta,fullstack developer,bachelors,entry,1,0,65,contract,Canada,remote,21,3.8,9.5,2020,Non-binary
Snapchat,frontend developer,master,mid,6,1,200,full-time,India,remote,31,2.7,18.8,2020,Prefer not to say
Oracle,devops engineer,bachelors,entry,1,0,77,contract,Canada,remote,26,3.6,7.8,2019,Non-binary
Apple,frontend developer,bachelors,lead,16,1,174,part-time,France,onsite,42,4.7,6.1,2021,Male
Airbnb,AI researcher,phd,entry,1,0,76,part-time,USA,hybrid,26,4.4,0.5,2022,Female
Adobe,sales executive,phd,senior,9,0,80,part-time,Germany,hybrid,33,3.3,5.0,2021,Non-binary
IBM,ML engineer,phd,lead,20,1,108,full-time,Germany,onsite,41,3.6,19.3,2020,Non-binary
Amazon,backend developer,phd,lead,13,1,244,contract,Australia,hybrid,36,2.5,22.8,2023,Non-binary
Airbnb,systems analyst,phd,lead,18,1,143,contract,Singapore,hybrid,38,4.3,16.4,2013,Male
Spotify,systems analyst,bachelors,entry,2,0,49,part-time,India,hybrid,28,3.8,4.0,2023,Female
Amazon,financial analyst,phd,entry,1,1,109,full-time,USA,remote,27,4.3,12.8,2022,Male
Intel,database admin,bachelors,entry,2,1,130,full-time,UK,onsite,29,3.3,3.5,2020,Female
Tesla,cloud architect,bachelors,mid,6,1,135,contract,Australia,remote,31,4.6,17.7,2021,Non-binary
Apple,financial analyst,bachelors,lead,17,1,123,part-time,UK,hybrid,40,4.5,12.4,2009,Female
Tesla,QA engineer,phd,lead,17,1,146,full-time,UK,onsite,38,4.7,18.1,2024,Non-binary
Microsoft,operations manager,phd,mid,5,1,230,contract,USA,remote,32,4.0,15.4,2023,Non-binary
Shopify,backend developer,master,mid,5,0,54,part-time,Germany,onsite,25,3.4,6.9,2017,Prefer not to say
Intel,UX designer,phd,mid,5,1,216,contract,UK,remote,27,3.8,15.7,2021,Male
Twitter,business manager,bachelors,mid,3,1,161,contract,USA,remote,26,2.8,11.9,2021,Non-binary
Netflix,consultant,master,lead,17,1,126,part-time,UK,remote,39,2.8,18.2,2019,Female
ServiceNow,data scientist,phd,lead,18,1,221,full-time,France,onsite,38,3.9,5.2,2021,Female
Google,database admin,master,lead,15,1,131,part-time,UK,remote,38,3.6,23.7,2007,Female
Intel,ML engineer,bachelors,entry,2,0,53,part-time,India,remote,29,3.4,6.2,2024,Prefer not to say
Adobe,frontend developer,phd,mid,6,1,171,part-time,Germany,onsite,33,4.5,13.6,2023,Female
Qualcomm,data scientist,phd,senior,8,1,178,part-time,USA,hybrid,33,3.3,11.0,2017,Male
Oracle,cloud architect,master,senior,11,0,48,part-time,UK,hybrid,34,3.9,1.0,2023,Male
Twitter,ML engineer,phd,mid,3,0,91,part-time,Singapore,onsite,25,4.8,2.8,2021,Female
Uber,project manager,phd,senior,9,1,209,full-time,USA,remote,33,3.3,21.2,2021,Female
Qualcomm,mobile developer,bachelors,lead,20,1,115,contract,Australia,remote,46,4.4,5.8,2021,Male
Stripe,product manager,bachelors,senior,7,0,78,contract,USA,hybrid,30,3.0,1.1,2021,Non-binary
Nvidia,project manager,master,entry,0,1,224,contract,USA,remote,23,3.5,20.3,2022,Female
Atlassian,software engineer,master,senior,10,1,136,part-time,UK,hybrid,31,3.0,6.8,2013,Non-binary
Salesforce,financial analyst,phd,senior,9,1,182,contract,Singapore,hybrid,29,4.9,20.9,2015,Male
Stripe,cloud architect,master,lead,15,0,41,part-time,France,remote,42,4.8,7.5,2023,Non-binary
Airbnb,IT support,phd,entry,2,1,182,full-time,India,onsite,22,2.7,15.1,2021,Non-binary
Oracle,financial analyst,master,lead,14,0,92,part-time,USA,hybrid,41,3.2,1.9,2014,Non-binary
ServiceNow,ML engineer,master,entry,2,0,60,contract,USA,hybrid,28,4.5,2.8,2020,Female
Apple,fullstack developer,master,lead,16,1,109,contract,USA,remote,36,3.1,6.4,2022,Non-binary
IBM,fullstack developer,phd,entry,0,1,246,contract,India,hybrid,21,4.5,6.8,2023,Non-binary
Uber,security analyst,bachelors,entry,1,1,109,full-time,France,hybrid,21,4.3,6.4,2022,Non-binary
Intel,database admin,bachelors,senior,10,0,62,part-time,India,hybrid,32,3.5,2.8,2010,Female
Intel,financial analyst,bachelors,senior,7,1,149,contract,Canada,onsite,27,3.7,8.3,2023,Male
Netflix,backend developer,bachelors,lead,18,1,115,contract,Canada,hybrid,39,3.9,15.0,2015,Female
Oracle,software engineer,master,entry,2,1,210,contract,Canada,hybrid,26,4.9,12.1,2021,Female
Snapchat,data scientist,phd,mid,3,1,249,full-time,Canada,hybrid,30,3.7,4.1,2022,Prefer not to say
AMD,database admin,master,senior,10,1,172,contract,India,onsite,35,3.8,22.6,2022,Non-binary
Amazon,backend developer,phd,mid,3,1,122,full-time,UK,hybrid,26,4.1,6.8,2022,Prefer not to say
PayPal,systems analyst,master,senior,9,1,176,part-time,Singapore,remote,33,4.7,14.4,2020,Prefer not to say
Shopify,mobile developer,phd,senior,11,1,139,contract,France,onsite,35,4.4,20.0,2017,Male
PayPal,cloud architect,master,lead,20,0,66,part-time,Singapore,onsite,44,3.7,2.1,2008,Male
Nvidia,security analyst,bachelors,senior,11,1,216,full-time,France,hybrid,32,2.8,13.5,2010,Non-binary
AMD,game developer,master,lead,19,1,114,contract,Australia,onsite,40,2.8,4.7,2013,Female
Dropbox,security analyst,bachelors,senior,11,0,53,part-time,Australia,hybrid,32,3.6,5.8,2024,Non-binary
PayPal,consultant,master,senior,12,1,195,part-time,France,onsite,38,4.5,19.9,2013,Prefer not to say
Microsoft,backend developer,master,senior,10,1,128,contract,UK,remote,34,3.4,11.3,2017,Male
IBM,fullstack developer,bachelors,entry,1,1,165,contract,France,remote,25,4.1,19.6,2019,Non-binary
Zoom,QA engineer,bachelors,senior,8,0,71,contract,Singapore,hybrid,32,4.8,5.5,2019,Non-binary
Stripe,backend developer,phd,lead,19,0,53,contract,USA,hybrid,42,4.2,9.7,2024,Non-binary
Twitter,QA engineer,bachelors,entry,1,0,99,part-time,Australia,remote,28,3.8,7.1,2023,Prefer not to say
Twitter,QA engineer,phd,lead,17,0,93,full-time,Germany,onsite,39,4.7,9.8,2012,Male
AMD,financial analyst,phd,entry,1,1,211,part-time,Germany,hybrid,25,3.9,16.0,2022,Non-binary
Stripe,technical writer,bachelors,entry,1,0,91,contract,UK,hybrid,22,3.4,4.8,2021,Non-binary
Adobe,project manager,bachelors,lead,14,1,250,contract,USA,hybrid,35,3.0,17.0,2006,Non-binary
Shopify,IT support,phd,lead,15,1,188,full-time,USA,remote,35,3.5,1.8,2011,Prefer not to say
Spotify,AI researcher,phd,mid,3,1,105,full-time,UK,remote,24,3.0,21.2,2022,Male
Tesla,mobile developer,master,senior,10,1,246,full-time,Australia,hybrid,32,4.1,2.4,2024,Male
Pinterest,systems analyst,phd,senior,7,0,81,part-time,Germany,onsite,29,4.6,4.2,2020,Male
Amazon,sales executive,phd,mid,3,0,56,part-time,USA,hybrid,29,4.0,1.0,2024,Female
Zoom,devops engineer,bachelors,entry,1,0,67,contract,Germany,onsite,27,3.9,1.5,2020,Non-binary
Airbnb,backend developer,bachelors,lead,17,0,96,contract,Germany,onsite,39,3.8,3.8,2009,Prefer not to say
Salesforce,ML engineer,phd,senior,7,1,145,full-time,Germany,hybrid,34,4.5,17.1,2023,Prefer not to say
Dropbox,product manager,master,mid,5,1,190,contract,India,remote,28,3.6,15.4,2022,Non-binary
Pinterest,mobile developer,phd,mid,6,0,75,part-time,UK,onsite,33,3.7,8.9,2020,Male
Shopify,database admin,master,lead,20,1,165,full-time,USA,onsite,47,3.5,15.4,2023,Non-binary
Qualcomm,HR manager,phd,mid,6,0,60,part-time,Canada,onsite,28,3.2,7.4,2017,Female
Pinterest,database admin,bachelors,mid,5,1,119,full-time,Germany,hybrid,25,4.5,14.2,2022,Non-binary
Zoom,frontend developer,bachelors,lead,15,0,67,full-time,Germany,hybrid,40,3.8,1.0,2005,Prefer not to say
Zoom,technical writer,master,entry,1,0,53,full-time,Singapore,onsite,22,2.7,8.8,2022,Non-binary
Intel,operations manager,bachelors,entry,2,1,111,full-time,France,onsite,23,4.2,6.9,2023,Male
IBM,financial analyst,bachelors,lead,14,1,213,full-time,Canada,hybrid,37,3.0,20.8,2009,Male
Dropbox,consultant,bachelors,entry,1,0,76,part-time,UK,hybrid,23,2.9,8.3,2020,Female
Square,backend developer,master,entry,0,0,73,full-time,USA,hybrid,26,3.2,6.9,2023,Prefer not to say
Netflix,ML engineer,master,entry,2,1,110,contract,India,hybrid,26,2.7,20.8,2024,Male
Oracle,data scientist,bachelors,senior,7,1,128,part-time,USA,onsite,32,4.9,22.4,2014,Prefer not to say
Dropbox,business manager,master,lead,17,0,90,part-time,Singapore,hybrid,44,4.0,4.2,2014,Non-binary
Intel,business manager,master,lead,17,1,143,contract,India,hybrid,39,3.5,6.5,2023,Prefer not to say
Pinterest,fullstack developer,phd,lead,20,1,186,full-time,Canada,remote,44,4.3,4.0,2009,Male
Salesforce,network engineer,phd,entry,2,1,105,contract,France,onsite,23,3.7,19.6,2022,Non-binary
Microsoft,network engineer,bachelors,lead,19,0,94,contract,India,remote,44,3.2,7.3,2022,Non-binary
Square,business manager,phd,senior,10,0,90,full-time,Singapore,onsite,30,3.8,7.0,2024,Male
Dropbox,sales executive,bachelors,lead,19,0,89,part-time,India,hybrid,41,3.8,8.8,2010,Male
Meta,security analyst,bachelors,lead,14,0,58,part-time,France,remote,36,3.6,3.8,2007,Male
Snapchat,software engineer,bachelors,lead,17,1,156,part-time,Australia,hybrid,43,3.9,3.9,2017,Prefer not to say
AMD,fullstack developer,bachelors,entry,1,1,121,contract,France,remote,26,2.6,12.4,2024,Male
IBM,mobile developer,bachelors,entry,1,0,75,full-time,Australia,remote,25,3.8,9.7,2022,Prefer not to say
Apple,database admin,phd,lead,13,1,210,contract,UK,hybrid,39,2.8,2.3,2013,Female
Airbnb,mobile developer,bachelors,senior,9,0,53,part-time,France,onsite,29,4.0,1.5,2019,Female
Netflix,fullstack developer,master,lead,19,1,218,part-time,UK,onsite,43,2.6,13.1,2006,Male
Pinterest,mobile developer,bachelors,senior,9,0,91,part-time,Canada,onsite,33,3.7,8.8,2018,Male
Netflix,backend developer,bachelors,senior,7,0,74,contract,UK,hybrid,30,2.7,0.1,2016,Male
IBM,project manager,phd,entry,2,0,50,full-time,Germany,onsite,22,4.1,7.2,2021,Male
Atlassian,technical writer,master,senior,7,1,200,part-time,Australia,hybrid,34,4.4,10.9,2018,Female
Atlassian,game developer,master,lead,13,1,133,part-time,UK,remote,38,5.0,9.4,2009,Female
Zoom,data scientist,phd,mid,5,1,192,full-time,USA,onsite,25,5.0,22.8,2021,Non-binary
LinkedIn,operations manager,phd,lead,20,1,124,full-time,USA,onsite,43,4.7,22.3,2023,Male
AMD,HR manager,master,senior,8,1,244,part-time,Singapore,remote,31,4.4,6.9,2024,Female
Dropbox,ML engineer,phd,lead,20,1,109,full-time,Singapore,hybrid,46,3.9,21.2,2017,Prefer not to say
LinkedIn,game developer,bachelors,senior,11,0,43,contract,USA,onsite,36,3.9,2.4,2016,Prefer not to say
Meta,project manager,phd,entry,1,0,56,full-time,USA,remote,26,5.0,0.0,2024,Non-binary
Atlassian,consultant,bachelors,senior,10,1,153,contract,UK,onsite,30,3.2,12.1,2024,Prefer not to say
Uber,marketing manager,phd,senior,9,1,180,full-time,Canada,remote,32,2.5,17.3,2016,Non-binary
Oracle,IT support,master,entry,0,1,164,full-time,Singapore,remote,27,2.7,10.9,2022,Prefer not to say
Google,fullstack developer,master,entry,2,0,87,full-time,Canada,onsite,23,4.1,0.9,2024,Non-binary
Dropbox,UX designer,bachelors,mid,3,0,71,full-time,Singapore,onsite,27,4.8,9.8,2019,Male
AMD,systems analyst,phd,mid,4,0,70,full-time,France,onsite,30,4.1,7.8,2021,Non-binary
Nvidia,database admin,master,mid,4,1,194,full-time,Australia,remote,26,4.0,9.4,2024,Non-binary
Tesla,financial analyst,bachelors,lead,14,1,152,full-time,Singapore,remote,41,4.0,7.4,2022,Female
Airbnb,IT support,bachelors,mid,5,0,95,contract,Canada,hybrid,28,3.2,9.7,2019,Female
Pinterest,UX designer,phd,senior,9,0,63,part-time,Canada,onsite,35,4.4,3.7,2016,Non-binary
ServiceNow,UX designer,master,mid,3,0,74,part-time,Germany,onsite,30,3.9,4.8,2021,Female
Pinterest,mobile developer,bachelors,mid,4,1,153,full-time,Australia,remote,27,4.2,13.1,2021,Male
Google,mobile developer,bachelors,senior,12,0,82,full-time,Australia,hybrid,34,2.5,0.1,2015,Female
ServiceNow,HR manager,master,senior,10,1,139,contract,Australia,remote,36,4.3,11.6,2017,Prefer not to say
Tesla,financial analyst,phd,entry,1,1,149,contract,Germany,onsite,21,4.4,24.4,2024,Female
Atlassian,consultant,bachelors,lead,15,1,175,full-time,Australia,hybrid,42,2.6,17.2,2013,Male
Meta,sales executive,bachelors,lead,15,1,229,full-time,Australia,hybrid,36,3.9,14.3,2024,Male
PayPal,HR manager,phd,entry,0,0,59,full-time,USA,hybrid,22,2.9,6.7,2023,Non-binary
AMD,network engineer,bachelors,lead,17,1,125,part-time,Germany,onsite,44,3.6,5.4,2023,Male
Adobe,network engineer,phd,entry,1,0,96,part-time,India,hybrid,25,4.8,9.9,2022,Male
Atlassian,network engineer,bachelors,mid,5,0,74,contract,USA,onsite,31,3.6,7.4,2022,Prefer not to say
Netflix,sales executive,bachelors,entry,2,0,41,part-time,Singapore,onsite,28,3.6,7.3,2022,Male
ServiceNow,ML engineer,phd,lead,16,1,106,part-time,UK,onsite,43,3.9,21.0,2018,Prefer not to say
ServiceNow,ML engineer,master,mid,6,1,234,contract,France,remote,33,3.2,22.4,2019,Non-binary
Airbnb,ML engineer,bachelors,mid,4,0,85,part-time,Singapore,hybrid,25,4.5,9.7,2023,Prefer not to say
Intel,business manager,master,lead,17,0,55,part-time,USA,remote,40,3.7,5.4,2010,Female
IBM,ML engineer,phd,lead,13,1,235,contract,India,remote,37,4.8,11.0,2020,Prefer not to say
Atlassian,software engineer,bachelors,senior,10,1,198,contract,Australia,remote,32,4.0,17.4,2016,Non-binary
Oracle,ML engineer,bachelors,senior,9,1,138,contract,UK,hybrid,33,3.9,10.5,2017,Female
Twitter,AI researcher,bachelors,lead,19,1,220,full-time,Canada,remote,43,3.6,0.6,2014,Non-binary
Nvidia,database admin,bachelors,lead,16,0,75,part-time,Germany,onsite,42,3.8,2.2,2017,Female
Dropbox,network engineer,phd,lead,17,1,208,full-time,Germany,remote,43,3.9,22.3,2022,Male
IBM,HR manager,master,lead,13,0,75,contract,Australia,remote,37,3.7,9.3,2015,Female
Meta,project manager,bachelors,senior,7,1,113,full-time,USA,remote,28,4.6,10.3,2020,Prefer not to say
Twitter,game developer,master,entry,0,0,76,contract,Singapore,remote,21,2.6,1.1,2023,Non-binary
Salesforce,QA engineer,master,mid,6,1,232,full-time,UK,hybrid,30,2.8,18.4,2017,Non-binary
Zoom,IT support,bachelors,senior,8,0,61,full-time,UK,onsite,35,4.8,2.0,2017,Female
Apple,financial analyst,master,senior,7,1,111,contract,Canada,remote,34,4.1,17.0,2018,Male
Dropbox,project manager,bachelors,mid,3,0,80,part-time,UK,hybrid,25,2.6,0.2,2020,Female
Qualcomm,financial analyst,master,mid,5,0,88,contract,Singapore,hybrid,31,2.9,4.3,2019,Male
Tesla,UX designer,master,lead,14,0,45,part-time,France,remote,40,2.9,3.7,2013,Female
Oracle,technical writer,phd,lead,15,1,115,contract,UK,onsite,39,2.7,8.6,2014,Female
PayPal,cloud architect,bachelors,entry,1,0,86,contract,France,remote,24,4.8,2.5,2023,Prefer not to say
Stripe,security analyst,master,senior,12,1,137,full-time,India,hybrid,36,4.2,13.1,2010,Prefer not to say
Atlassian,frontend developer,bachelors,senior,8,0,56,contract,India,onsite,34,3.2,6.2,2022,Female
Apple,systems analyst,bachelors,lead,14,1,105,contract,UK,onsite,34,3.9,14.0,2015,Female
